well_no,well_name,owner,depth,aquifer_co,swl,pwsid,usgs_id,data_sourc,comments,aka2,aka3,chapid,grazing_di,welltype,well_use,well_statu,sdwa_type,nn_agency,USE,lat,long,Chapter,Al,Alkalinity_Total,As,Ba,Be,Bicarbonate,Bromide,Ca,Carbonate,Cd,Chloride,Conductivity,Corrosivity,Cr,Cu,DissolvedOxygen,Fe,Fluoride,Hardness,Hg,K,Mg,Mn,Mo,Na,Ni,Nitrate,Nitrite,Pb,pH,Phosphate,Ra_226,Ra_228,Ra_Total,Rn_222,Salinity,Sb,Se,Sn,SpecificConductance,Sr,Sulfate,Temperature,Tl,TotalDissolvedSolids,Turbidity,U,V,Zn
17T-522,17 111-02.43X08.62,TRIBE O&M,300,"57",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"88","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.6255607605,-109.793449402,Steamboat,"50",,"38.61310825","13","1",,,"25",,"1",,"0.559",,"20","9","10","90",,,,"3.3","3.6","2","3.106663414","99","15.3016750145","1.5",,"1","7.41",,,,,,"200","0.241254706","32","0.577670265",,,,"21.3",,,"171","9.434892715",,"30"
17M-246,17 111-03.45X05.31,TRIBE O&M,363,"6",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"88","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.6730651855,-109.811782837,Steamboat,,,"19.65057282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.36957554",,
07H-1,07 092-10.24X16.18,TRIBE O&M,665,"22",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"88","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.7661132813,-109.932350159,Steamboat,"50",,"2","25","1",,,"360",,"1",,"2.96",,"20","5","7","2000",,,,"10","85","240","50","490","30","0.1",,"1","8.19",,,,,,"1400",,"1",,,,,"18.8",,,"11","1",,"510"
17K-345,17 092-04.65X13.80,TRIBE O&M,450,"42",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"88","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.7925071716,-109.824569702,Steamboat,,,"13.8980268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.75",,
17M-78,17 092-02.82X10.85,TRIBE O&M,240,"42",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"88","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.8436126709,-109.802345276,Steamboat,,,"2.68908392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.71467051",,
17T-546,17 111-10.36X00.96,TRIBE O&M,1005,"22",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"88","17",WW,LIV,ACT,UWS,Shiprock,Livestock,35.7361183167,-109.934562683,Steamboat,"50",,"1.5270394","9","1",,,"230",,"1",,"2.32",,"20","5","5","50",,,,"6.4","37","14","50","440","30","0.28",,"1","8.35",,,,,,"1100",,"1",,,,,"19.7",,,"2","1",,"90"
17T-547,17 092-03.70X17.20,TRIBE O&M,1053,"0",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"88","17",WW,LIV,ACT,UWS,Shiprock,Livestock,35.7519569397,-109.816230774,Steamboat,"510",,"40.02272086","11","1",,,"4",,"1",,"0.667",,"20","5","8","450",,,,"1.7","0.41","19","25.4326832175","170","15.1739989635","0.1",,"9.503793832","9.36",,,,,,"200","0.123639477","39","0.593991007",,,,"20.4",,,"5","11.34",,"170"
,Yellow Metal spring,,0,"0",0,,0,,,,,"89","9",UNK,UNK,UNK,UWS,FortDefiance,Unknown,36.79368111,-109.39123132,Sweet Water,,,"1.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.992445351",,
09T-550,09 020-07.70X09.20,TRIBE O&M,435,"0",150,,0,D.BADONIE AML PROGRAM,GWSI and ADWR mislocate this well 890m to the S.,,,"89","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.8743400574,-109.389717102,Sweet Water,"43","224","10","40.6","2",,,"53.55",,"2","16.6","747.5","-1.13","5","9.05",,"189","0.312","215.5","0.038","4.335","21.82","19.1","13","83.6","6.2","0.63","0.05","3","8.17",,"5.35",,"6.209",,,"10","5.7",,,,,"15.085","10","564.1","1.02","31","11","462.5"
09K-216,,TRIBE O&M,700,"40",95,,0,D.BADONIE AML PROGRAM,Moved 150m NE to windmill location on DOQQ &USACE sample position.,,,"89","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.8440978837,-109.367550127,Sweet Water,"27","237","10","80.2","2",,,"21.25",,"0.5","4.31","441","-1.32","5","6.6",,"110","0.187","139.5","0.019","2.785","21.28","2.3","7.1","50.85","5.47","0.05","0.05","3","8.32",,"0.958",,"2.688",,,"10","5",,,,"22.5","15.015","10","305.9","1.12","32","14.5","85.85"
09T-580,,TRIBE O&M,405,"0",0,,0,USGS WRD/WELL FILES,Moved 15m NE to windmill location nect to tank on DOQQ & DRG,,,"89","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.7671530163,-109.378163644,Sweet Water,"50",,"2","48","1",,,"15",,"1",,"0.349",,"20","6","1","460",,,,"1.5","2.4","3","50","86","30","0.4",,"1","8.82",,,,,,"100",,"1",,,,,"18.9",,,"10","14",,"50"
9T586,9T586,,0,"0",0,,0,USACE,Added based on seeing windmill on DOQQ that was shown in USACE photo of site,,,"89","9",WW,UNK,UNK,UWS,FortDefiance,Unknown,36.8642417721,-109.310174843,Sweet Water,,,"0.085240545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.46483313",,
09T-521,09 020-06.80X13.18,TRIBE O&M,570,"0",0,,0,USGS TUCSON WRD 2/26/85,Moved 735m NNE to windmill next to tank on DOQQ and DRG.,,,"89","9",WW,UNK,ACT,UWS,FortDefiance,Unknown,36.8140027508,-109.369111479,Sweet Water,"50",,"1","89","1",,,"58",,"1",,"0.56",,"20","7","9","300",,,,"4.6","26","2","50","77","30","0.1",,"1","8.32",,,,,,"200",,"17",,,,,"15.9",,,"6","27",,"200"
,Sah Tah Spring,,0,"0",0,,0,,,,,"89","9",UNK,UNK,UNK,UWS,FortDefiance,Unknown,36.87452,-109.29227,Sweet Water,"31.5",,"10","57.9","2",,,"96",,"2",,"1049",,"5","10",,"100",,,"0.076","1.35","29.2","7.9",,"80.3","10",,,"3","8.06",,"0.104","0.603","0.707",,,"10","11.7",,,,,"12.1","10",,,,"5.6","3.5"
09T-546,TODACHENE WELL,TRIBE O&M,874,"0",300,,0,D.BADONIE AML PROGRAM,Moved 35m SSW based on USACE photo of site.,,,"89","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.9035515826,-109.294995051,Sweet Water,"71.5",,"18.3","8.8","2",,,"1.04",,"2",,"521",,"5","4.9",,"1140",,,"0.076","0.734","0.255","8",,"133","10",,,"1.2","9.75",,"0.01","0.021","0.031",,,"10","5",,,,,"11.5","10",,,,"6.5","139"
09T-589,,TRIBE O&M,0,"0",0,AZ0000307,0,WELL FILES,,,,"89","9",WW,UNK,ABA,REG,FortDefiance,Unknown,36.8737869263,-109.389732361,Sweet Water,"50",,"1","36","1",,,"120",,"1",,"0.701",,"20","6","6","140",,,,"4.2","20","21","50","82","30","0.52",,"1","8.03",,,,,,"300",,"4",,,,,"21.2",,,"11","28",,"580"
09-UNK-0028,Walker Creek Hand Pump,,0,"0",0,,0,,,,,"89","9",WW,UNK,UNK,UWS,FortDefiance,Unknown,36.79056722,-109.43099778,Sweet Water,"50",,"3","130","1",,,"96",,"1",,"0.22",,"20","13","5","10",,,,"0.3","2.4","2","50","7.5","30","2.2",,"1","7.85",,,,,,"0",,"1",,,,,"20.2",,,"1","3",,"50"
09T-592,,,0,"0",0,,0,,,,,"89","9",UNK,UNK,UNK,UWS,FortDefiance,Unknown,36.85807867,-109.4502087,Sweet Water,"49",,"26","28.3","2",,,"2.155",,"2",,"278.7535",,"20","7.5","8","312",,,"0.021","1.021","0.3815","4","50","134.5","20","0.11",,"3","9.27",,,,"0",,"100","10","6",,,,,"22.8","10",,"221","10.04","63.7","135"
09K-212,09 020-06.45X00.25,TRIBE O&M,715,"40",0,,0,D.BADONIE AML PROGRAM,Moved 50m S to windmill on DOQQ & DRG.,,,"89","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.9959710517,-109.367161572,Sweet Water,"50",,"1","18","1",,,"60",,"1",,"0.207",,"20","16","6","430",,,,"1.6","9.1","4","50","7.1","30","4.6",,"1","8.12",,,,,,"0",,"1",,,,,"22",,,"21","1",,"90"
09T-555,09 020-08.25X03.77,TRIBE O&M,575,"0",0,,0,D.BADONIE AML PROGRAM,Moved well 145m N to windmill position on DOQQ & DRG,,,"89","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.9467095843,-109.39975476,Sweet Water,"50",,"19.2878563","13","1",,,"5.5",,"1",,"0.768",,"20","5","3","90",,,,"1.1","0.44","3","30.25314595","170","15.2168042535","0.1",,"6.571332311","9.1",,,,,,"300","0.123639477","1","2.143132387",,,,"22.9",,,"2","11.1530006",,"80"
9R-4,Slimwagon Well,UNKNOWN,0,"0",0,,0,STATE OF ARIZONA,According to USACE this is Slimwagon Well,,,"89","9",WW,LIV,UNK,UWS,FortDefiance,Livestock,36.86894617,-109.41644083,Sweet Water,"56",,"2.7","34.3","2",,,"58.3",,"2",,"1038",,"5","4.8",,"100",,,"0.023","3.48","16.8","4",,"149","10",,,"3","7.82",,"0.4",,"0.4",,,"10","0.62",,,,,"19.8","10",,,,"4.5","51.6"
,Alcove Canyon Springs,,0,"0",0,,0,,,,,"89","9",UNK,UNK,UNK,UWS,FortDefiance,Unknown,36.64503,-109.28447,Sweet Water,"474",,"8","210","2",,,"81.2",,"2",,"791",,"5","10",,"192",,,"0.078","2.72","19.3","9.6",,"50.7","10",,,"3","8.85",,"0.344","1.09","1.434",,,"10","5",,,,,"14.2","10",,,,"78.6","3.9"
,Cottenwood Spring,,0,"0",0,,0,,,,,"89","9",UNK,UNK,UNK,UWS,FortDefiance,Unknown,36.73066504,-109.335823,Sweet Water,"50",,"2","170","1",,,"120",,"1",,"0.64",,"20","6","3","40",,,,"1.3","30","2","50","63","30","0.1",,"1","7.37",,,,,,"200",,"1",,,,,"21",,,"0","14",,"70"
,Sweetwater Chapter House,,0,"0",0,,0,,,,,"89","9",UNK,UNK,UNK,REG,FortDefiance,Unknown,36.85236467,-109.4254185,Sweet Water,"36",,"11.4","17","2",,,"1.02",,"2",,"522",,"3.2","2.4",,"100",,,"0.019","0.898","0.171","4",,"123","10",,,"3","9.52",,,,"0",,,"10","2.2",,,,,"23.3","10",,,,"56.8","3.7"
,Immanuel Mission,,0,"0",0,,0,,,,,"89","9",UNK,UNK,UNK,REG,FortDefiance,Unknown,36.8025375,-109.3970857,Sweet Water,"47",,"6.06","63.3","2",,,"44.5",,"2",,"758",,"5","10",,"100",,,"0.021","0.713","36","4",,"73.9","10",,,"0.85","8.1",,"0.1",,"0.1",,,"10","7.4",,,,,"21.9","10",,,,"13","56.8"
,Tank Blue Gap,,0,"0",0,,0,,,,,"90","4",UNK,UNK,UNK,UWS,Chinle,Unknown,36.17153,-109.94618,Blue Gap/Tachee,"129",,"6.2","21.8","2",,,"112",,"2",,"914",,"5","10",,"1010",,,"0.12","8.46","36.8","433",,"143","1.1",,,"1.3","8.57",,"1.91","1.95","3.86",,,"10","5",,,,,"11.6","10",,,,"20","132"
04T-386,04 072-07.95X01.39,TRIBE O&M,902,"22",425,,0,USGS TUCSON WRD 2/26/85,Moved 35m E to windmill location on DOQQ & DRG,,,"90","4",WW,DOM,ACT,UWS,Chinle,Domestic,36.2299990581,-109.892255862,Blue Gap/Tachee,"104",,"10","7.6","2",,,"178.5",,"2",,"995.955",,"20","7.5","5","295",,,"0.31","6.18","75.6","321","1.415351561","418.5","26.04132472","0.1",,"3","8.51",,"1.46","2.22","3.68",,"1400","10","17.91369187","0.577670265",,,,"15.15","6.3",,"4","9.483492667","20","762.5"
04K-388,BLUE GAP/TAH CHEE,TRIBE O&M,750,"42",241.5,AZ 400363,0,FIELD CHECKED  11/14/94,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"90","4",WW,DOM,ACT,REG,Chinle,Domestic,36.1717758179,-109.946128845,Blue Gap/Tachee,,,"6.111343852",,,,,,,"0.138753959",,,,"0.143131185",,,,,,,,,,"1.060950668",,"3.634927092",,,"0.066418355","8.05",,"0.26","0.44","0.7",,,"0.493997558","25.5124462","0.577670265",,,,,,,,"0.640153819",,
04T-392,04 072-11.69X13.08,TRIBE O&M,500,"0",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"90","4",WW,DOM,ACT,UWS,Chinle,Domestic,36.0608329773,-109.958732605,Blue Gap/Tachee,,,"5.962556076",,"0",,,,,"0.138753959",,,,"1.105335644",,,,,,,,,,"2.029049298",,"3.889403787",,,"0.066418355",,,,,,,,"0.408108752","17.92352171","0.577670265",,,,,,,,"0.97138588",,
04T-518,,TRIBE O&M,0,"0",0,,0,WELL FILES,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"90","4",WW,LIV,ACT,UWS,Chinle,Livestock,36.0969276428,-109.980140686,Blue Gap/Tachee,"30","288","26","7.5","1",,,"8.7",,"1","23.1","1226.17","-1.56","20","7.5","5","310","0.394","18.8","0.015","3.05","1.15","6.8","25.65","560","15.295","0.1","0.05","2","8.7",,"0.524","-0.193","0.524",,"1100","0.5","4",,,,,"15.3","1","1570","2.08","1","2","104"
04R-21,04 072-12.75X07.60,TRIBE O&M,385,"45",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"90","4",WW,DOM,ACT,UWS,Chinle,Domestic,36.1405563354,-109.97845459,Blue Gap/Tachee,,,"2.1750688",,,,,,,"0.138753959",,,,"0.275410841",,,,,,,,,,"0.15136041",,"6.29380531",,,"0.066418355",,,,,,,,"0.237971445","29.13453605","0.577670265",,,,,,,,"0.72501757",,
402-5,,,0,"0",0,,0,,,,,"90","4",WW,UNK,UNK,UWS,Chinle,Unknown,36.1579218219,-110.067130868,Blue Gap/Tachee,"50",,"19","6","1",,,"13",,"1",,"2.26",,"20","5","6","200",,,,"2.6","1","16","50","500","30","0.1",,"1",,,,,,,"1000",,"3",,,,,"27.3",,,"3","1",,"180"
Mine Claim 28,,,0,"0",0,,0,,,,,"90","4",DS,UNK,UNK,UWS,Chinle,Unknown,36.24472,-109.89097,Blue Gap/Tachee,,,"4.786376958",,"78.25871581",,,,,"11.10180924",,,,"1.486975669",,,,,,,,,,"0.064726425",,"603.0243927",,,"6.569187084","3.84",,"66","34.9","100.9",,,"0.263208511","96.10294946","0.577670265",,,,,,,,"641.791044776119",,
White Clay Spring,White Clay Spring,,0,"0",0,,0,USACE,"Added based on USACE site visit, GPS coord, and picture.",,,"90","4",DS,UNK,UNK,UWS,Chinle,Unknown,36.2170599999,-109.88195,Blue Gap/Tachee,"148",,"10","20.1","2",,,"271",,"2",,"1381",,"5","10",,"16.7",,,"0.2","5.75","80.3","1.1","1.746058495","61.2","12.363857015",,,"3","7.4",,"2.77","1.55","4.32",,,"10","39.8616919","0.577670265",,,,"9.1","10",,,"98.5074626865672","1.8","6.5"
04T-388,,,0,"0",0,,0,,,,,"90","4",WW,UNK,UNK,UWS,Chinle,Unknown,36.1716784936,-109.946101285,Blue Gap/Tachee,"50",,"4","26","1",,,"160",,"1",,"1.16",,"20","5","7","180",,,,"6.2","22","160","50","160","30","0.1",,"1","7.93",,,,,,"500",,"1",,,,,"21.8",,,"5","1",,"140"
Helen Nez,,,0,"0",0,,0,,,,,"90","0",UNK,UNK,UNK,UNK,,Unknown,36.10404998,-109.98521,Blue Gap/Tachee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.23","0.28","0.51",,,,,,,,,,,,,"0.507462686567164",,
Roadside P,,,0,"0",0,,0,,,,,"90","0",UNK,UNK,UNK,UNK,,Unknown,36.1730309805,-109.952886,Blue Gap/Tachee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.21","0.4","0.61",,,,,,,,,,,,,"4.77611940298507",,
Two Times Well,,,0,"0",0,,0,,,,,"90","4",WW,OS,ACT,UWS,Chinle,Livestock,36.11048,-110.01521,Blue Gap/Tachee,,,"19.80723263",,"0",,,,,"0.138753959",,,,"0.345922337",,,,,,,,,,"1.576498021",,"1.139475925",,,"0.091757335",,,,,,,,"0.229888846","19.76548525","0.577670265",,,,,,,,"0.587988878",,
Sadie Bill,,,0,"0",0,,0,,,,,"90","0",UNK,UNK,UNK,UNK,,Unknown,36.2443899814,-109.891200001,Blue Gap/Tachee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.52",,"0.39","0.74","1.13",,,,,,,,,,,,,"4.77611940298507",,
,Teec Nos Po Chapter House,,0,"0",0,,0,,,,,"91","9",UNK,UNK,UNK,REG,FortDefiance,Unknown,36.91088,-109.10489,Teec Nos Pos,"20.3",,"4.2","41.4","2",,,"18.1",,"2",,"822",,"5","11.6",,"123",,,"0.058","1.95","3.34","34.3",,"194","10",,,"3","8.88",,"1.88","1.13","3.01",,,"10","5",,,,,"17.1","6.2",,,,"0.57","59.8"
09T-501,09 020-00.35X05.72,TRIBE O&M,280,"0",200,,0,D.BADONIE AML PROGRAM,Moved 20m SW to windmill location next to tank on DOQQ,,,"91","9",WW,DOM,ACT,UWS,FortDefiance,Domestic,36.9171021389,-109.250822298,Teec Nos Pos,"28.4",,"10","58.1","2",,,"51.5",,"2",,"585",,"5","10",,"174",,,"0.074","2.09","13.5","34.6",,"42.1","10",,,"3","8.81",,"1.06","0.378","1.438",,,"10","5",,,,,"10.7","10",,,,"0.61","196"
,Dan Clark,,0,"0",0,,0,,,,,"91","9",UNK,UNK,UNK,UWS,FortDefiance,Unknown,36.95576,-109.19662,Teec Nos Pos,"40.8",,"10","38.7","2",,,"2.2",,"2",,"488",,"5","4.2",,"614",,,"0.069","1.34","0.428","5.4",,"119","10",,,"3","9.41",,"0.106","0.077","0.183",,,"3","5",,,,,"12.8","4.4",,,,"0.57","137"
,Twin Falls,,0,"0",0,,0,,,,,"91","9",UNK,UNK,UNK,UWS,FortDefiance,Unknown,36.87561,-109.11882,Teec Nos Pos,"638",,"10","101","2",,,"67.2",,"2",,"442",,"3.6","3.8",,"616",,,"0.07","1.12","10.3","39.1",,"6.43","2.9",,,"3","8.98",,"0.073","0.799","0.872",,,"10","5",,,,,"8.8","10",,,,"2.2","5.6"
09T-523,09 019-04.75X06.38,TRIBE O&M,565,"45",140,,0,USGS TUCSON WRD 2/26/85,Moved 15m W to windmill location next to tank on DOQQ & DRG.,,,"91","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.9097640871,-109.088258624,Teec Nos Pos,"30.7",,"10","68.2","2",,,"29.5",,"2",,"449",,"5","3.9",,"231",,,"0.074","2.54","6.56","32",,"60.9","10",,,"3","8.56",,"0.342","0.065","0.407",,,"10","5",,,,,"11.5","10",,,,"0.73","83.4"
09B-17,09 020-03.97X03.60,TRIBE O&M,528,"40",280,,0,D.BADONIE AML PROGRAM,"Moved well 85m NE to windmill position next to tank on DOQQ, DRG.",,,"91","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.9474879545,-109.322182882,Teec Nos Pos,,,"12.79006743",,,,,,,"0.138753959",,,,"0.474940159",,,,,,,,,,"17.5425445",,"0.284392509",,,"2.523003779",,,,,,,,"0.123639477",,"2.514702913",,,,,,,,"3.1",,
09T-539,(D-43-24)12AC - 1,TRIBE O&M,660,"44",0,,370404109133000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"91","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,37.0677757263,-109.226509094,Teec Nos Pos,,,,"100",,,"0.45","11",,,"360",,,,,,"30","2.5","54.5",,"5.5","6.2",,,"990",,,,,"8.75",,,,,,,,,,"4350","1300","1200","20.75",,"2870",,,"8",
09Y-100,09 019-13.61X01.70,TRIBE O&M,356,"40",94.6,,0,D.BADONIE AML PROGRAM,Moved 35m NE to windmill location next to tank on DOQQ,,,"91","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.9741563341,-109.246676395,Teec Nos Pos,,,"2.754521451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.4",,
12K-335,NR019-02.00X09.00,TRIBE O&M,604,"45",131.2,,365248109021000,USGS ALB 04/08/86,Moved 10m NNW to windmill location next to tank on DOQQ.,,,"91","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.8801047704,-109.036842892,Teec Nos Pos,,,"1.78988701",,,,,,,"0.138753959",,,,"0.31830926",,,,,,,,,,"4.70116806",,"7.468054213",,,"0.233944632",,,,,,,,"0.285815947","13.56829518","0.577670265",,,,,,,,"3.169014634",,
Goat Spring,Goat Spring,,0,"0",0,,0,USACE,Photo of site appears to show a developed spring.,,,"91","9",DS,UNK,UNK,UWS,FortDefiance,Unknown,36.89837,-109.10882,Teec Nos Pos,"24.2",,"10","121","2",,,"74.7",,"2",,"532",,"5","10",,"16",,,"0.069","0.668","13.6","1.8",,"15.9","10",,,"3","7.54",,"0.078","0.247","0.325",,,"10","5",,,,,"12.6","10",,,,"1.7","5.4"
DAHSTINI 2,Toh Dahstini Spring,,0,"0",0,,0,D.BADONIE AML PROGRAM,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"91","9",NS,LIV,ACT,UWS,FortDefiance,Livestock,36.9260864258,-109.182434082,Teec Nos Pos,"45.8",,"10","49.3","2",,,"41.6",,"2",,"640",,"4.2","10",,"65.2",,,"0.065","0.3","15.8","3.4",,"59","3",,,"1.8","7.5",,"0.024","0.661","0.685",,,"10","5",,,,,"21.25","10",,,,"3","18.7"
Teec Nos Pos Trading Post,,,0,"0",0,,0,,,,,"91","9",WW,OS,ACT,UWS,FortDefiance,Livestock,36.9194,-109.08437,Teec Nos Pos,,,"3.621100263",,,,,,,"0.138753959",,,,"0.288246377",,,,,,,,,,"8.347511566",,"0.891577302",,,"0.066418355",,,,,,,,"0.212512009","14.64772005","0.577670265",,,,,,,,"0.331897296",,
09T-527,"6854",TRIBE O&M,0,"0",0,,0,D.BADONIE AML PROGRAM,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"91","9",WW,LIV,ACT,UWS,FortDefiance,Livestock,36.9234501604,-109.180794309,Teec Nos Pos,,,"0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.76",,
,Lone Cottonwood Spring,,0,"0",0,,0,,,,,"92","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.47218,-110.37257,Teesto,"82.7",,"5.850780604","6.7","2",,,"13.3",,"2",,"526",,"5","37.4",,"100",,,"0.014","4.43","8.76","0.35",,"73.4","10",,,"4.1","8.31",,"0.073","0.559","0.632",,,"10","5",,,,,"35.1","10",,,,"28.7","122"
07K-352,07 129-06.34X03.32,TRIBE O&M,775,"64",0,,0,USGS TUCSON WRD 2/26/85,Moved 55m SW to windmill location next to tank on DOQQ,,,"92","7",WW,DOM,INA,UWS,Shiprock,Domestic,35.451663386,-110.363421222,Teesto,,,"7.27175542",,"0",,,,,"0.138753959",,,,"0.72363055",,,,,,,,,,"6.756301605",,"0.712875802",,,"0.098096122",,,,,,,,"0.299598905","30.64528513","0.577670265",,,,,,,,"9.98",,
,Tank 507-1,,0,"0",0,,0,,,,,"92","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.56622,-110.26152,Teesto,"2.6",,"5","2","2",,,"0.62",,"2",,"896",,"5","2",,"67",,,,"1.8","0.1","3.8",,"170","0.1",,,"3","9.17",,"0.03","0.592","0.622",,,"10","5",,"717",,,"18.1","10",,,"0.09","0.3","10"
07T-542,07 129-12.05X00.03,TRIBE O&M,83,"54",0,,0,USGS WRD/WELL FILES,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"92","7",WW,LIV,ACT,UWS,Shiprock,Livestock,35.4994468689,-110.464576721,Teesto,,,"7.728774808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.36",,
07K-369,07 113-00.61X12.65,NPL,497,"44",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"92","7",WW,DOM,ACT,UWS,Shiprock,Domestic,35.5658378601,-110.261528015,Teesto,,,"5.372950684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.58871969",,
7H-180,7H-180,,0,"0",0,,0,USACE,DRG shows a nearby water tank,,,"92","7",WW,UNK,UNK,UWS,Shiprock,Unknown,35.49937,-110.40523,Teesto,"90",,"6.1","2.3","2",,,"17.5",,"2",,"672",,"5","11.9",,"246",,,"0.05","5.12","8.64","2.4",,"116","10",,,"3","7.23",,"0.02","0.483","0.503",,,"2","5",,,,,"17.2","10",,,,"24.6","90.9"
07T-539,07 129-06.60X03.15,TRIBE O&M,300,"6",0,,0,USGS TUCSON WRD 2/26/85,Moved 55m WNW to windmill location & next to tank on DOQQ,,,"92","7",WW,UNK,ACT,UWS,Shiprock,Unknown,35.4545892449,-110.368221966,Teesto,,,"3.845781158",,,,,,,"0.138753959",,,,"0.453540544",,,,,,,,,,"196.8836592",,"2.210226094",,,"1.107918306",,,,,,,,"0.123639477",,"0.613620055",,,,,,,,"10.37051669",,
,Cottonwoods Spring,,0,"0",0,,0,,,,,"92","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.49595,-110.30525,Teesto,"115",,"3.6","0.8","2",,,"20.9",,"2",,"520",,"5","10",,"21.1",,,"0.015","6.05","16.3","15.9",,"61.7","10",,,"5.6","7.94",,"0.05","0.768","0.818",,,"10","3.6",,,,,"28.5","10",,,,"31.3","22.7"
,04 113-06.50X16.41,,600,"64",0,,0,GWSI,All information from GWSI,,,"92","7",WW,UNK,UNK,UWS,Shiprock,Unknown,35.5104214957,-110.365044139,Teesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"5.37313432835821",,
Seba Dalkai School,,,0,"0",0,,0,,,,,"92","7",WW,OS,ACT,UWS,Shiprock,Livestock,35.4966,-110.44502,Teesto,,,"8.096309087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.383092343",,
Cedar Spring,Cedar Spring,,0,"0",0,,0,USACE,Added based on USACE site visit.,,,"92","7",DS,UNK,UNK,UWS,Shiprock,Unknown,35.45111,-110.3652,Teesto,"88.8",,"10","8.4","2",,,"30.8",,"2",,"656",,"5","10",,"734",,,"0.019","6.11","17.5","97.4",,"93","10",,,"3","8.14",,"0.032","0.439","0.471",,,"10","5",,,,,"25.9","10",,,,"14.9","57.5"
,Teesto Chapter House,,0,"0",0,,0,,,,,"92","7",UNK,UNK,UNK,REG,Shiprock,Unknown,35.49584,-110.40395,Teesto,"90",,"4.892519741","1030","2",,,"53.7",,"2",,"705",,"5","6.5",,"61.5",,,"0.05","5.36","21.8","12.6",,"63.4","10",,,"3","7.67",,"0.069","0.346","0.415",,,"4.9","5",,,,,"14.5","10",,,"0.546767655","20","30.4"
